document,sentence
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"RURAY Paqarimusqa Per suyupiqa papamantam chuuta ruranku, ichaqa may unay pachamantaas kay chuu rurayqa; chaytaqmi waqaychanapaq ancha allin, ichaqa kay qhipa watakuna manaam awpahinaachu chuu rurakapuchkan, awpa yachaykuna chinkapuchkanmi, hina kaptintaq sumaq chuu manaa kanachu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chaykuna astawan yachananchikpaq qillqata awinchanki, hinaspapas tukuy ayllu masiykikunaman willakunaykipaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Huk qillqa awinchana Yachay aypana: Chuu ruraymanta kamachikuq qillqata allin yuyaywan awinchanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Manaraq mawinchachkaspa kay tapukuykunata kutichiy .
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Ima kamachikuy qillqakunata riqsinki?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yachay wasiykipiri, ima qillqa kamachikuykuna kan?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Pim wasiykipi kamachikuyta wakichin?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay Per suyunchikpiri, pitaq qillqa kamachikuykunata ruranman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqa kamachikuykuna mana kanmanchu chayri, imaynam kawsasunman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqa kamachikuyta mana kasusunmanchu hinari, imataq kanman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Rimaspa kamachikuyri kanmanchu icha manachu?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqmi qillqa kamachikuy kanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqasqata hapiqananchikpaq kay kamachikuykunata huntanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Wakin yachakuq masiykita ama pantachinanchikpaq chinllapi awinchanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Mana riqsiqqa rimaykunata qillqanaykipi qillqay, qhipanmantaq simi qullqapi maskhanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqa imapaq kasqanta allintan hapiqanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kunanqa, uraypi qillqa kamachikuyta awinchanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqa kamachikuyqa hinantin runa huu kawsaypi kallanpunim.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Llaqtanchik ukhupi kan, chaytaqa umalliqkuna ruramunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yachay wasinchik ukhupi kan, chayta yachay wasi umalliqkuna ruramunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"QILLQA: KAMACHIKUY ISIWILA AYLLUPI RUNAP AR NISQAN ISIWILA AYLLU UMALLIQ ISIWILA AYLLUPI CHUU RURAQKUNAPAQ Kay qillqa kamachikuyta churamun, chaytaq kayhina sutichasqa: ISIWILA AYLLUPI CHUU RURANAPAQ QILLQA KAMACHIKUY Qillqa riqsichiy: Isiwila ayllupi, sapa watahina, qasay killapi chuu rurakun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay ruraypi chuu ruraqkuna imaymana sasachakuypi tarikunku, chaykamataq qasapas pisiyachkana."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay sasachakuykuna wasapanapaq kay qillqa kamachikuy rurakamun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Mayu pataqa ayllup allpanmi, chayrayku llapa runa chaypiqa chuu rurayta atin, mayu pataqa mana runayuqchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hina kaptinmi, sapanka runa tawa punchawlla mayu patapi papata mastanan, chaymantaqa chuunta wasinman apanan, hinaspa chaypi chakichinan."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Sapanka runa papata mastaspa awtup purinanpaq anta saqinan, chay anninta awtukuna papata chayachimunqa, hinallataq chayninta chuuta astanqa."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Awtup purinan chiqaspi papata mana mastanachu.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Chuu sarusqa chiqasta pichana, chay chiqasqa wak runap papa mastananpaq pichasqa kanan."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,kamachikuy: Papa mikhuq uywakunata allinta qhawana.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chuu mastasqa chiqaskunapi manam ima uywapas kananchu; mana hinaqa papatapas chuutapas mikhurqunman.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Llamapi, mana hinataq kawallupi papata astaspaqa hukmanta huk maki qhawaspa aysaykuna; maana chayqa, papata mikhurqunman, hinallataq papa mastasqata saruykunman."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Sapanka runa masinpa chuunta qhawaysinan, paypa chuuntahinataraq harkanan."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chayta uywamanta harkana, hinallataq suwamantapas harkana."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay ayllupiqa chulla runahina tiyana.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"kamachikuy: Mayu patapiqa manam chuullatachu qasachispa llustina, murayatapas chakichinallataqmi."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qhipantintaq wak runaataq puytuman papata hichaykunqa.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay qillqata llapan chuu ruraq runa kasukunanmi.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"watapi, Hatun Puquy killapi, punchawpi TEODORO JULIO CORONEL QUISPE ISIWILA AYLLU UMALLIQ Qillqasqa awinchasqaykimanta kay ruraykunata qillqana maytuykipi huntanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chuu ruraytari, ima killapi qallarikun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imamantataq kay qillqari willakuchkan?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqri kay qillqasqari rurakusqa?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqap nisqanmanhinari, imakunataq chuu ruranapaq kananpuni?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Runakunari, tukuy allpapichu chuuta ruranman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqap nisqanmanhina, imaptintaq papata tawa punchaw mastakun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kunan pachapirri, imaynatam chuu rurakun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqasqamanhina, chuu ruraqkunari, imapaqmi awtup rinanpaq anta saqinanku?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,ima yupay kamachikuy chayta kamachikun?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Maypitaq chuu mastana rurakun?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqap kamachikuq qillqapi kayhinta nin: Chuu mastasqa chiqaskunapi manam ima uywapas kananchu.... Imanaqtintaq kay kamachikuy qillqakamunman karqan?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqap kamachikuq qillqapi kayhinta nin: Llamapi, mana hinataq kawallupi papata astaspaqa hukmanta huk maki qhawaspa aysaykuna."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptintaq kay kamachikuyri kanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Ima yachakuytataq yachanaykita muman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatataq rurawaq mana qhawaysikuqta tariwaq chayri?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatataq chay kamachikuyman huntapariwaq?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imata yapawaq Isiwila ayllupi chuu ruranapaq qillqa kamachikuymanri?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Ayllukunapiri, qillqa kamachikuy kanchu?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yuyaychakusqaykimanhina, ima yachaykunata kay qillqamanta hurquwaq?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hinantin llaqtakunapi, hinantin suyukunapi qillqa kamachikuyqa kallanpunim."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay qillqam imas rurananchik, imas mana ruranachu chaykunata willawanchik, chay qillqa kaptinmi mana huchatarispa tiyanchik."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Huk simipi nisunman: chay qillqam allin kawsananchikpaq kamachiwanchik.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Iskay qillqa awinchana Manaraq awinchachkaspa kay tapukuykunawan hamutanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qampa yuyayniykimanta, Asia suyupiri, Per suyupihinachu chuuta rurankuman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqmi Asia suyupi papata wak mikhuyman kutichinkuman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqtaq kay qillqasqata awinchanki?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqasqap uma sutillanta awinchaptiykiri, imamantataq willakunman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqapi allin yuyaykunata wak chiqaspi qillqanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Mana riqsisqa rimaykunata, llapan qillqata qhawarispa chuyanchanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kunanqa, Asia suyupi papata chuuman tukuchispa waqaychaymanta awinchanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Asia suyupi papa wak mikhunaman kutichiymanta Asia, Europa suyukunapiqa awpaq waranqa waranqa watakunapipas mikhuykuna waqaychay, huk mikhuykunaman tukuchiypas karqanpunim, imaymanata ruraspa waqaychaqku: adobo nisqawan puquchispa, vinagre nisqawan, chhullunkuwan, kachiwan, miskiwan churaspa, qusichispa, hinallataq waykuspa chakichiqku; chayta ruraqku mikhuy haykaqpas mana pisiyananpaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Asia suyupi papamanta almidn sutichasqa hakuta ruraqku, chay hakuqa mana qapaq allin kaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chayqa aswan sumaqta trigo, sara hakumantapas aysarikun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay papa almidn hakuqa wak mikhunakuna ruranapaq allinmi: salsa nisqa thakayachinapaq, chayasqa mikhuykuna waqaychanapaq, hinallataq pastel, galleta, helado nisqa ruranapaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hinallataqmi qillqana raphi, pacha, allpa wira petrleo nisqa hurqunapaq (pampa tuqunakunaman churaqku)."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay hakuwan sumaq waqaychakuy atikuq mikhunakunata ruranku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay llaqtakunapi mikhuna apana pukukunata chay papamanta hakuwan ruranku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay pukukunaqa Pacha Mamanchikpaqqa ancha allinmi, imanaptinchus mana unquychanchu, utqhayllata ismurqun hinaspa chinkapun, mana lastikamanta pukukunahinachu watan watan pachata unquchin."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kunan qhipa watakunapiqa, papamanta yaqa llapanta hakunta hurqunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Papa allayta tukurquspa sayayninmanhina akllanku, hinallataq ismusqata qallasqakunatapas taqanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Papamanta fcula nisqa  hakuchata charanllapi hurqunku, chaypaqmi awpaqtaqa papata maqchinku, chaymanta qallanku, kutanku, suysunku, ununta sutuchispa chakichinku, chaymanta utuchallataa kutanku, suysuspataq waqaychanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay ruraypim papap celulan utukapun, fcula nisqataq wakman taqakapun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chaywanmi papa mikhuyqa allinta waqaychakun, ima kallpanpas mana chinkanchu nitaq usunchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Europa hallpapi, Escandinavia suyupipas utu kutasqa papa quichikun, hinaspam almidon chayta hakuchan puquq miskiman tukun, chaywanmi machanapaq upyanakunata ruranku, chay machanankunap sutinmi vodka, aquavit ima."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chayhinata Asia suyupi papamanta wak mikhunakunaman kutichiqku, chaytataq waqaychaqku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqaq: Teodoro Coronel Quispe awinchasqanchikmanta kay kamachikuykunata qillqana maytuykipi huntanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqmi papamanta hakunta hurqusqaku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay Per suyunchikpi Asia suyupihina papamanta wak mikhunakunaman kutichiyta atisunmanchu?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Papa mikhuymanta, imakunam mana kasqanchu Asia suyumanta Per suyumantawan?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Per suyupi papamanta chuuta ruranchik, ichaqa papamanta wak mikhuykunata rurasunman chayri, ima mikhunamanmi kutichisunman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Ima yachay aypanapaqtaq rurakurqanri?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imapaqmi Asiapi mikhuykunata waqaychaqku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatataq Asia suyupi achkanpi papa hakuwan rurakun?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imawantaq Pacha Mamanchik allin kanapaq pukukunatari rurana?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynata papamanta hakuta hurqunku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqasqap willkusqanta pisillapi willakuy.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Europa suyukunapiri, imamantataq machanapaqri chay vodka, Aquavit nisqata rurakun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Llaqtanchikpiri, imamantataq pukukunata qhatunankupaq rurakun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Lastikumanta pukukunari,  hayka watapi chinkamun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hinallataq, ima unquykunata kunan pachapaq apamun?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay qillqasqapiri, ima allin yuyaykunata tarimunki?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqasqap nisqanmanhina kay papa hakukuna Asia suyupihina imata rurakunman llaqtanchikpi wak mikhunaman runapaq?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Ima yachaytataq kay qillqari saqiwanchik?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqawan yachasqaykita kay huu ruraynapi qillqay.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"CHAWPI YUYAY RIMAYNIN QHAWARICHINA ASIA SUYUPI PAPA WAK MIKHUNAMAN KUTICHIYMANTA QATIPAQ YUYAY  Chaninchakuy Chuu ruraymanta qillqata awincharqunchik, hinaspataq papa ruraykunamanta, Asia suyupi mikhuy waqaychaymantapas awincharqunchik."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kunantaq, tuku y ruranapaq huk qillqata wakichisun, chaypi hamutasun imaynata uqanchik Pacha Mamap mama unqunanpaq imallatapas rurasunman."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,LARQHA RURANA Tiktuta qhawapayay hinaspa tapukuykunata qillqana maytuykipi qillqay.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatam chaypi runa masinchikkuna rurachkanku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Aylluykipi imaynatam larqhakunata qhawanku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Manataq allintachu larqhakunata qhawasunman hinar, Imananmantaq?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yacharqankichu: Anti ayllukunapi chakra llamkanapaq larqha pichayqa ancha allinpunim.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"awpaqqa achkhamanta yanapanakuspa llamkaykunaqa tusukuspa, Apukunamanta maarikuspa hatun raymiwan aparikurqan; kunan punchawkunaqa chay ruraykuna chinkapuchkan, sapanka atisqankumanhina, mana riqsisqahina llamkapuchkanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"PICHAY Paqarimusqa Per suyup Anti ayllunkunapiqa, sapa watam larqhakuna pichay, allinchay, pusay ima apakun; ichaqa manaam awpa watakuna hinaachu, awpaqqa Pacha Mamanchikta, apukunatapas yuyarispan ima ruraytapas qallariqku, chaymanta llapalla yanapanakuspa, tususpa, allinta raymichaspa larqhankutaqa allichaqku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kunankunapiqa sapa sapallaam larqhankutaqa allincharqukunku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chaykunamanta hamutanayki qhipaman runa masikunaman willanaykipaq.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Huk qillqa awinchana Yachay aypana: Anti ayllunkuna piqa, Pacha Mamanchiktapas Apukunatapas yuyarispam ima ruraytapas sapa llamkanapaq qallarinchik, chaytam hamutanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yarqha pichaymanta tukuy rimaq qillqata awinchay Manaraq qillqasqata awinchachkaspa tapukuykunata kutichiy.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qampa yuyayniykimantari, yanapakuychu Tukuy rimaq qillqasqa icha sapa sapa imapas ruraychu allin kanman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yanapanakuspa llamkaymantari, ima niwaqmi?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yawar aylluyki ukhupiri, imakunapim Kay qillqasqaqa imaymanamantam riqsichin."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay qillqa ruranapaqqa achka yachaykunata yachana.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imakunapim yachay wasiykip ukhupi yanapanakunkichik?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Allin yuyaykunata tarispa qillqana maytunchikpi qillqasun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Mana riqsisqa simikunata tarispa wakpi qillqasun, hinaspataq yachachiq yanapayninwan sutinchasun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,awinchay sasachakuypi tarikuspa yachachiqninchikta tapurisun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Per suyunchikpi, Anti ayllukunapiqa yarqha pichayqa raymichakuspam rurakun, imaraykuchus kayqa llapan runapaq, uywapaq, chakrapaq unuta chayachinqa."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Ichaqa wakin ayllukunapi huukuspa ruraykuna chinkapuchkanmi, chaywan kuskataq yarqha pichaypas, imanaptinchus wakin runa sapan sapan puriyta munapunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yanapanakuspa llamkay Anti ayllukunapiqa yanapanakuspam llamkanku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay llamkayqa achka runamanta imapas ruraymi, huk punchaw huk runap llamkananta ruramunku, huk punchawtaq hukkaq runaptaataq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Runaqa imapas ruranankupaq yanapanakunku, mana chayhinata ruraspaqa, sapa sapa manam rurayta atinkumanchu, mana hinataq unaypi chay llamkanata tukunkuman."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay llamkaykunap sutinqa ayni, minka ima."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay llamkaykunaqa may unaymantaam hamun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yarqha pichaypi: Huk ayllupi tiyaq runakunam yarqha pichaq llapanmanta purinku.
