document,sentence
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Unuqa uywapaq, chakrapaq, runapaqpas ancha allinmi, chayrayku ayllu runakuna yarqhata pichanku, chaynintataq unuta wak chiqaskunaman chayachinku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hinallataq, mana yarqha kaptinqa, musuqmanta kichamunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay yarqhaqa llapan runapaqmi, chayrayku llapanmanta ruranku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"an allinchaypi: Ayllu runakuna an allinchaq purinku, kay ankunaqa ayllup anninkunam, kayninta runakuna, uywakuna, awtukuna, mutukuna ima purinku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Paray pachapim unu ankunata raqrarqun, chaytaq purinapaq mana allinchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay raqrakunata rumiwan kurpakunawanpas allinchanku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chakra ruraypi: Anti suyukunapiqa sapanka runam chakrayuqkama, llapanku chakrata ruranku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay chakra ruray achka runapaqmi, chayrayku runaqa aynipi llamkanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Huk punchaw huk runata yanapanku, huk punchawtaq huk runataataq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Hinata ruraspa utqayllata chakra rurayta tukunku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Wasi ruraypi: Sapanka runam parischakuspa wasita rurakunku, ichaqa manay kallpapas qullqipas runa minkakunapaq kanchu, hina kaptinqa, wak runakunawan ayninakunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Wak runata wasi ruraypi yanapanku, paykuna wasi ruraptinkutaq chay aynikusqanku runa pay yanapaq hamun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay aynikuytaqa llaqtakunapipas rurachkankum, wasi masi wasichaptin, yanapaq purinku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Uywa michiypi: Chakra ruranakama, raymipi kachkanakama, wasi ruranakama uywata wak runaman saqirikuna."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay runa uywata michin.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Llakipi tarikuspa: Kay kawsayninchikpiqa kusikuykuna, llakikuykuna kan. Mayqan runapas llakipiqa tarikullanmanmi."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chayhinapi tarikuspa runaqa imaymanawan yanapanakun: qullqita maaspa, uywanta michispa, mikhuykunata aynispapas yanapanakullanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Pisikuypi tarikuspa: Pacha Mamaqa allintam wawankunata uywan, ichaqa unquy puriptin, chaki wata kaptin, qasay wata kaptin, llaki qatiptinpas pisikuykuna kallanpuniy."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chakiy pachapi pisita chakra urin, chaytaq mikhunapaq mana aypanchu, hina kaptin runaqa mikhuyta ayninakun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Hinata Anti ayllukunapiqa yanapanakuspa tiyanku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Mayqan runatapas yanapamunku, paykunapas yanapayta chaskillankutaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chay kuska llamkayta ayllupaq ruramunku, hinallataq wak runapaq ruramunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Anti ayllukunapiqa llapan runam llamkan, kaypiqa manam qilla runa kanchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qharikuna llamkanku hinaqa, warmikunapas yanapanku, irqikunapas atisqankumanhina yanapakunku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay llamkaykunataqa kusisqam asikuspa, chansanarikuspa, quchurikuspa ima ruranku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kayhina llamkayqa llapan runapaqmi allin, llapan runam llapanpaq ruranku, manan pipas hinallaqa qhawakunmanchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqaq: yachachiq Alex Davila Quispe  awinchaspa yachasqanchikta qatipanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imamantataq kay qillqari rimasqa?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptinmi wayna runakuna aswan ayninakunku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptinmi Anti ayllukunapi qilla runakuna mana kanchu?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Paray pachapiri, imaynam ankunata kapunku?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptin chakra ruraypi yanapanakunku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yarqhata mana pichankumanchu hinari, imaynam kawsankuman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptinmi runa unquptin yanapanakunku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Allinchu ayninakuspa llamkay kanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatataq ayninakuytari wasi ruraypi ruranku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Aylluykipiri, wasita rurankuchu?, yanapakuq purinkichu?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynataq ayninakuspa yanapanakuspa llamkay kanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Unquptiyki qullqiyki hampi rantinapaq mana kanmanchu hina, qullqi maarinata munawaqchu icha manachu?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Haykaqllapas wak runata yanapayta yachankichu?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay pasaymanta imaynam sunquyki karqan?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yuyasqaykimanhina, imatam chayhina llamkaymantari niwaq?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chakra llankay qispichiy Wasi ruraypi Llakipi tarikuspa Pisikuypi tarikuspa  Iskay qillqa awinchana Manaraq awinchachkaspa hamuq qillqamanta watuy.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqap umanmanhina, imamantam rimanman?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynatam Asia tantasqa suyupi chakrata rurankuman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynatam Asia tantasqa suyupi unuta chakraman pusankuman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yuyaywan awinchaspa kay ruraykunata huntay.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqapi allin yuyaykunata qhawarispa sutinchasun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chanin yuyaykunata tarispa, qillqana maytinchikpi qillqaykusun."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Mana riqsisqayki rimayta tarispa qutuntinta awinchaspa chuyanchasun.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Chakra llamkay qispichiy Asia tantasqa suyupi yaqapas llapan hatun suyuntinpi chakra llamkayqa para muyumusqanman hinallam rurakun, hinallataq imayna llamkasqankuta qatispa ayllu chakrakunatapas ruranku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Asia Occidental suyukunapi, pisi pisimanta chakra llamkaqkunaqa pisi unu kasqanwan sasachakuypim tarikunku, chayraykum chaykunapi runakunaqa mana ima unutapas usuchinkuchu."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Mayu unutapas qucha unutapas para unutapaspas, allin mikhuy llamkanankupaq, kusatam hapinku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kurdistan suyupiqa may pachamantapas munaymi achka ununku kaq; ichaqa kunan pachakunapiqa allpa ukhumanta sinchitaataqmi unuta hurqunku: wasikuna sayarichinankupaq,  chakra llamkanankupaq, uywakuna mirachisqankupaqpas, chaymanmi represa nisqa quchakunata rurasqanku yapakullantaq, Pacha Mamapi tukuy kawsaqkunata pisipachipuchkan, hinallataqmi Tigris, ufrates mayuman chayaq unukuna pisiyapullantaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Asia suyupi aqu hallpakunapi chakra llamkaypaq unu pukyukuna, pampata tuquspa unu hurquykunapas manaam munasqankutachu ruranku, unu pisiyapusqanwanmi aypachikuq hinallaa qhawanakuspa hurqunku (harkanakapunkum unu hurqunapaq musuq tuqukuna ruraytapas, kaq awpa tuqukunamantapas pisi pisillamantaam unuta hurqunku), chaykunata ruranku llaqta masinku runakunaman unu aypananpaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kurdistanpi hinallataq huk suyukunapipas chakra llamkanapaq allpa ukhumanta unu hurquyqa achkha qullqip chaninmi, hinallataq inversin privada nisqapaqpas."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Allpa ukhumanta qarpanankupaq ichaqa unu hurquyninkuqa manaraqmi sasachakuymanraqchu chayachkan, chaypas am imayna aypachinakunankupaq qhawarinankua."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Allin yuyaywan allpa ukhupi huusqa unuta hurqunku chayqa, may watakunapaqraqmi mana pisirispa aypanqa, chaykamaqa allin chakra ruruchiyman kallpachakuyninkuta yuyayninkutapas tikrarinanku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Cambio climtico nisqawan pachap tikrakamusqanwanmi allpa ukhupi unu quchakunap imayna kananta mana yachanchikchu.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Ichaqa chakiriykunata llallinapaq allintaraqmi yanapakunqa.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqaq: Alex C. Davila Quispe  awinchasqaykimanta kay tapukuykunata qillqana maytuykipi kutichinki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay qillqari, imakunatam yachanaykita munan?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaraykutaq Asi Occidental suyukunapi chakra llamkaykunaqa pisi unu kasqawan sasachakuy tarikunman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imata rurankuman mana sasachakuyman yaykunankupaq?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqa willakusqanmanhina, may suyukunapi allpa ukhunmanta unuta hurqunku?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imanaptin Pacha Mama tukuy kawsaqkunata pisiyachipun?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imakunatam uywakunata mirachinankunapaq ruranku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qillqasqap nisqanmanhinari, imaynatataq allpa ukhumanta sinchi unu hurquy Pacha Mamanchikpi kawsaqkunaman chayan?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynatam unu quchakunamanta allpa ukhupi kasqanta yachanku?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imaynataqri kay allpa ukhupi unuta wakin suyukunapi tarikun?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kay siqipi imayna yanapakuspa llamkaymanta willakamunki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kaytaqa qillqana maytuykipi qillqanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chakra llamkay qispichiy  Chaninchakuy Qallariypi ruraykuna niwasqanta hamutarqanichu.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Yanapanakuspa llamkay qillqata chanincharispachu awincharqani.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Larqha pichaymanta awinchaypi tukuy rimaq qillqap kurkunkunata.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Tapukuykunap maakusqanmanhinachu tapukuykunata allin.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Larqha allinchaymanta, kuraq tayta mamakunata, yachaqkunata."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,KHUCHI RURANA Tiktuta qhawapayay hinaspa tapukuykunata qillqana maytuykipi qillqay.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imam chay tiktupi rikukuchkan?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,khuchi uywayta yawarmasiykikuna yachankuchu?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qasillachu khuchi uywayri kanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Yacharqankichu: Anti ayllukunapiqa ima llamkanapaqpas mutqhukuyninkuq willakuyninkunatan qhawarinku, hinallataq haywarikunkupas, uywankupaq, wiaq mikhuyninkupaq, Pacha Mamapi tukuy imakunapaqpas."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Uywakuna mirananpaqpas mutquyninkutaqa paykuna ukhupi willanakuspa imapaq kasqantapas tapunakuqku, kunan qhipa wiay runakunawanmi ichaqa pisi pisimanta chinkaripuchkan."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"UYWAY Paqarimusqa Per suyunchikpiqa khuchi uywayqa achkha watakunamantaa mikhunallawan uywasqa kaq kasqa, kunan watakunapiqa qumico nisqa rurasqa mikhuna, hampikunawan imallaam wiachinku, wirayachinkupas; chaywanmi aychanpas manaa allinachu mikhunapaq, chay mana allin khuchi aychataqmi runakunatapas unquchipullantaq."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Hina, yachaykunamanta qillqata awinchay."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Huk qillqa awinchana Yachay aypana: Uywanchikkuna uywayqa allin yachaypaqmi chayrayku yanapakusunchiq allin khuchi uywananchikpaq, chaypaqmi huk yuyay chaninchaq chirupi qillqata awinchanki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Khuchi uywaymanta yuyayniyuq siqita awinchaykuy Qillqata manaraq awinchachkaspa, yuyayniyuq siqip umantawan qhawaspa tapukuykunata kutiykuchinki."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imatam qillqap uman nichkawanchik?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Imamantataq kay qillqari rimachkanman?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kay qillqasqari, imapaqtaq qillqakunmanri karqan?"
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Pitaq kay qillqatari qillqanman karqan?
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chay tiktupi qillqakunata yuyaywan awinchanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Allin yuyaykunata tarispa wakllapi qillqaykunki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Chanin yuyaykunata tarispa qillqanaykipi qillqaykunki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Mana riqsisqa simita tarispaqa rimaykunata awinchaspa sutichanki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Mana Allinta hapiqaspataq wakmanata awinchaykunki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"awinchayta tukuspataq, yachakuq masiykiwan huchuyta rimaykunkichik, imamanta qillqaq rimasqanmanta."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Qillqana maytuykipi uchuyyachisqa yuyayta sumaqta qillqaykunki.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Kuchi uywaymanta Anti ayllukunapiqa qachu mikhuq uywakunawan kuskam khuchitaqa michinku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,Peru suyupiqa lliw llanqtakunapim imaymana hampiwan khuchita uywapunku.
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Kuchiqa sus scrofa domesticus, cientfico sutiyuqmi Yunkapi Chalapi Anti suyupi Yunkapiqa kacharisqatam khuchitaqa uywanku, chayraykum sacha rurukuna mikhuchkaqta rikusunmanmi."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Khuchi uywakunataqa wasikunapi tarisunman, chaypiqa mikhuna puchukunata, usuchisqa mikhuykunata ima qaranku."
5 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 5° Secundaria - Quechua collao,"Qachuta, sap hikunata, hinallataq kuruchakunata anpi tarisqan kunatapas mikhunku."
